,zc
9472,60615
9473,60605
9474,60201
9475,60605
9476,60606
9477,60605
9478,60606
9479,60615
9480,60615
9481,60613
9482,60657
9483,60615
9484,60611
9485,60601
9486,60696
9487,60615
9488,60696
9489,60615
9490,60615
9491,60615
9492,60615
9493,60661
9494,60661
9495,60661
9496,60654
9497,60611
9498,60610
9499,60661
9500,60654
9501,nan
9502,60611
9503,60611
9504,60605
9505,60610
9506,60606
9507,60610
9508,60614
9509,60660
9510,60614
9511,60607
9512,60696
9513,60647
9514,60654
9515,60611
9516,60610
9517,60622
9518,60604
9519,60622
9520,60610
9521,60611
9522,60614
9523,60601
9524,60622
9525,60614
9526,60661
9527,60614
9528,60608
9529,60607
9530,60606
9531,60614
9532,60614
9533,60606
9534,60610
9535,60614
9536,60657
9537,60618-9997
9538,60654
9539,60657
9540,60613
9541,60606
9542,60607
9543,60613
9544,60625
9545,60622
9546,60613
9547,60657
9548,60657
9549,60613
9550,60657
9551,60613
9552,60657
9553,60618
9554,60657
9555,60613
9556,60657
9557,60613
9558,60605
9559,9020
9560,60625
9561,nan
9562,60613
9563,60610
9564,60657
9565,60613
9566,60613
9567,9020
9568,60622
9569,60613
9570,60610
9571,60614
9572,60626
9573,60614
9574,60607
9575,60601
9576,60610
9577,60661
9578,60606
9579,60606
9580,60601
9581,60605
9582,60606
9583,60614
9584,60618
9585,60614
9586,60610
9587,60606
9588,60606
9589,60661
9590,60604
9591,60637
9592,60637
9593,nan
9594,60606
9595,nan
9596,60637
9597,60614
9598,60601
9599,60611
9600,60611
9601,60611
9602,60696
9603,60647
9604,60609
9605,60610
9606,nan
9607,60606
9608,60637
9609,60606
9610,60606
9611,60637
9612,60610
9613,nan
9614,60611
9615,60601
9616,60610
9617,60611
9618,60611
9619,nan
9620,60637
9621,60604
9622,60614
9623,60606
9624,60604
9625,60607
9626,60607
9627,60661
9628,nan
9629,60625
9630,60661
9631,60625
9632,60640
9633,60606
9634,60603
9635,60625
9636,60601
9637,60614
9638,60657
9639,60618
9640,60626
9641,60606
9642,60654
9643,60613
9644,60654
9645,60607
9646,60626
9647,60606
9648,60654
9649,60606
9650,60606
9651,60618
9652,60607
9653,60613
9654,60626
9655,60606
9656,60606
9657,60605
9658,60607
9659,60606
9660,60654
9661,60607
9662,60606
9663,60605
9664,60606
9665,60607
9666,60607
9667,60613
9668,60626
9669,60606
9670,60654
9671,60601
9672,60625
9673,60614
9674,nan
9675,9020
9676,60653
9677,9020
9678,60625
9679,60614
9680,60614
9681,60614
9682,60613
9683,60657
9684,60657
9685,60613
9686,60614
9687,60614
9688,60614
9689,60657
9690,60613
9691,60657
9692,60614
9693,60657
9694,60613
9695,60657
9696,60614
9697,60613
9698,60613
9699,60614
9700,60657
9701,60614
9702,60614
9703,60614
9704,60614
9705,60614
9706,60613
9707,606476
9708,60604
9709,60605
9710,60605
9711,60601
9712,60606
9713,60605
9714,60605
9715,60605
9716,60605
9717,60605
9718,60613
9719,60613
9720,60613
9721,60605
9722,60605
9723,60606
9724,60605
9725,60606
9726,60605
9727,60605
9728,60696
9729,60606
9730,60605
9731,60661
9732,60611
9733,60606
9734,60606
9735,60606
9736,60616
9737,60696
9738,60606
9739,60696
9740,60661
9741,60696
9742,60606
9743,60696
9744,60661
9745,60606
9746,60696
9747,60606
9748,60657
9749,60625
9750,60622
9751,60606
9752,60644
9753,60606
9754,60606
9755,60610
9756,60606
9757,60644
9758,60622
9759,60622
9760,60661
9761,60644
9762,60622
9763,60661
9764,60622
9765,60661
9766,60610
9767,60661
9768,60622
9769,60654
9770,60614
9771,60611
9772,60607
9773,60605
9774,60607
9775,60606
9776,60605
9777,60606
9778,60647
9779,60622
9780,60647
9781,60626
9782,60604
9783,60611
9784,60604
9785,60604
9786,60601
9787,60601
9788,60606
9789,60606
9790,60601
9791,nan
9792,60606
9793,60611
9794,60626
9795,60640
9796,60611
9797,60645
9798,60614
9799,60606
9800,nan
9801,60606
9802,nan
9803,nan
9804,60610
9805,60610
9806,60654
9807,60642
9808,60610
9809,60661
9810,60604
9811,60654
9812,60610
9813,60611
9814,60642
9815,60604
9816,60610
9817,60604
9818,60610
9819,60604
9820,60610
9821,60647
9822,60645
9823,60611
9824,60642
9825,60601
9826,60661
9827,60642
9828,60614
9829,60601
9830,60642
9831,60642
9832,60601
9833,60601
9834,60642
9835,60661
9836,60601
9837,60601
9838,60642
9839,60642
9840,60601
9841,60661
9842,60601
9843,9020
9844,60601
9845,60614
9846,60610
9847,9020
9848,nan
9849,60610
9850,60610
9851,60610
9852,60622
9853,60651
9854,60607
9855,60613
9856,60605
9857,60625
9858,60610
9859,60610
9860,60610
9861,60608
9862,60606
9863,60608
9864,60611
9865,60607
9866,nan
9867,60610
9868,60610
9869,60610
9870,60626
9871,60654
9872,60657
9873,nan
9874,60601
9875,60614
9876,60613
9877,60614
9878,60613
9879,60613
9880,60613
9881,60614
9882,60613
9883,60618
9884,60602
9885,60613
9886,60610
9887,60610
9888,60610
9889,nan
9890,60610
9891,60614
9892,60604
9893,nan
9894,60601
9895,60606
9896,60622
9897,60622
9898,60654
9899,60611
9900,60611
9901,60601
9902,60611
9903,60654
9904,60611
9905,60618
9906,60657
9907,60657
9908,60647
9909,60618
9910,60657
9911,60657
9912,60612
9913,60608
9914,60606
9915,60622
9916,60622
9917,60654
9918,60640
9919,60616
9920,60611
9921,60614
9922,60611
9923,60654
9924,60601
9925,60601
9926,60614
9927,60601
9928,60601
9929,60611
9930,60654
9931,60640
9932,60640
9933,60654
9934,60606
9935,60654
9936,60610
9937,60610
9938,60607
9939,60654
9940,60610
9941,60654
9942,60607
9943,60622
9944,60614
9945,60610
9946,60614
9947,nan
9948,60614
9949,60605
9950,60610
9951,60610
9952,60610
9953,60614
9954,60606
9955,60654
9956,60661
9957,60611
9958,60661
9959,60611
9960,60606
9961,60661
9962,60647
9963,60606
9964,60622
9965,60647
9966,60604
9967,60616
9968,60616
9969,60604
9970,60604
9971,60615
9972,60601
9973,60615
9974,60637
9975,60615
9976,60601
9977,60621
9978,60201
9979,60618
9980,60637
9981,60615
9982,60637
9983,60606
9984,60637
9985,60615
9986,60605
9987,60606
9988,60661
9989,60622
9990,60654
9991,60601
9992,60606
9993,60606
9994,60601
9995,60601
9996,60614
9997,9020
9998,9020
9999,60625
10000,60625
10001,60640
10002,60614
10003,60614
10004,60601
10005,60625
10006,9020
10007,60640
10008,60607
10009,60625
10010,9020
10011,9020
10012,60610
10013,60625
10014,60605
10015,60606
10016,60606
10017,60614
10018,60614
10019,60606
10020,60614
10021,60606
10022,60614
10023,60601
10024,60610
10025,nan
10026,60604
10027,60604
10028,60611
10029,60604
10030,nan
10031,nan
10032,60613
10033,60613
10034,60654
10035,60654
10036,60606
10037,60606
10038,nan
10039,60654
10040,60613
10041,60601
10042,60601
10043,60601
10044,nan
10045,60606
10046,60661
10047,60610
10048,60657
10049,60622
10050,60613
10051,60622
10052,60614
10053,60657
10054,60657
10055,60657
10056,60657
10057,60613
10058,60657
10059,60657
10060,60657
10061,60622
10062,60622
10063,60606
10064,60657
10065,60622
10066,60654
10067,60601
10068,60606
10069,60604
10070,60604
10071,60606
10072,60637
10073,60603
10074,60606
10075,60604
10076,60614
10077,nan
10078,60606
10079,60613
10080,60606
10081,60661
10082,60613
10083,60640
10084,60606
10085,60661
10086,nan
10087,60610
10088,60610
10089,60606
10090,60610
10091,60605
10092,60201
10093,60604
10094,60626
10095,60616
10096,60605
10097,60201
10098,60637
10099,60637
10100,60637
10101,60604
10102,60606
10103,60696
10104,60661
10105,nan
10106,60610
10107,60601
10108,60601
10109,60616
10110,60611
10111,60601
10112,60611
10113,60610
10114,60618
10115,60601
10116,60610
10117,60601
10118,60611
10119,60611
10120,60654
10121,60607
10122,60612
10123,60647
10124,60601
10125,60606
10126,60641
10127,60641
10128,60606
10129,60654
10130,60637
10131,60614
10132,60606
10133,nan
10134,60606
10135,60661
10136,60661
10137,nan
10138,60604
10139,60610
10140,60614
10141,60614
10142,60614
10143,60603
10144,60606
10145,60606
10146,60601
10147,60614
10148,60642
10149,60614
10150,60614
10151,60626
10152,60626
10153,60622
10154,60608
10155,nan
10156,nan
10157,60610
10158,60606
10159,nan
10160,60610
10161,60604
10162,60654
10163,60610
10164,60625
10165,60606
10166,60606
10167,60606
10168,60606
10169,60607
10170,nan
10171,60606
10172,60606
10173,60625
10174,60622
10175,60622
10176,60622
10177,60622
10178,60622
10179,60622
10180,60657
10181,60622
10182,60657
10183,60613
10184,60614
10185,60647
10186,60626
10187,60601
10188,60657
10189,60606
10190,60626
10191,60601
10192,60640
10193,60654
10194,nan
10195,60613
10196,60614
10197,60606
10198,60613
10199,60606
10200,60618-9997
10201,60613
10202,60618
10203,60661
10204,9020
10205,60201
10206,60625
10207,60622
10208,60625
10209,60614
10210,60654
10211,60622
10212,60654
10213,60610
10214,60618
10215,60657
10216,60618
10217,60625
10218,60618
10219,60625
10220,60618
10221,60657
10222,60613
10223,60657
10224,60606
10225,60606
10226,60608
10227,60607
10228,60608
10229,60661
10230,60661
10231,60657
10232,60637
10233,606476
10234,60654
10235,60654
10236,60657
10237,60657
10238,60654
10239,60647
10240,606476
10241,60654
10242,60654
10243,60602
10244,nan
10245,60601
10246,60610
10247,60614
10248,60201
10249,60201
10250,60640
10251,60622
10252,60201
10253,60202
10254,60201
10255,60201
10256,60201
10257,60201
10258,60640
10259,60201
10260,60201
10261,60201
10262,60615
10263,60601
10264,60615
10265,60601
10266,60615
10267,60615
10268,60615
10269,60601
10270,60637
10271,60615
10272,60615
10273,60615
10274,60615
10275,60601
10276,60601
10277,60637
10278,60615
10279,60615
10280,60601
10281,60615
10282,60601
10283,60637
10284,60601
10285,60615
10286,60615
10287,60615
10288,60601
10289,60615
10290,60661
10291,60610
10292,60654
10293,60614
10294,60614
10295,60613
10296,60614
10297,60614
10298,60640
10299,60608
10300,60605
10301,9020
10302,9020
10303,60605
10304,60613
10305,60610
10306,60601
10307,60606
10308,60605
10309,60606
10310,60606
10311,60610
10312,60606
10313,nan
10314,60606
10315,60610
10316,60610
10317,60614
10318,60614
10319,60614
10320,60614
10321,60642
10322,60614
10323,60614
10324,60614
10325,60614
10326,60622
10327,60606
10328,60637
10329,60606
10330,60604
10331,60606
10332,60606
10333,60606
10334,60604
10335,60607
10336,60616
10337,60607
10338,60604
10339,60616
10340,60201
10341,60616
10342,60616
10343,60091
10344,60201
10345,60606
10346,nan
10347,60614
10348,60615
10349,60612
10350,60607
10351,60606
10352,60601
10353,60606
10354,60607
10355,60601
10356,60606
10357,606476
10358,60622
10359,60661
10360,60614
10361,60601
10362,60604
10363,60611
10364,60607
10365,60613
10366,60661
10367,60602
10368,nan
10369,60613
10370,60661
10371,nan
10372,60640
10373,60661
10374,60606
10375,60661
10376,60661
10377,60626
10378,60657
10379,60626
10380,60613
10381,60606
10382,60661
10383,60606
10384,nan
10385,60606
10386,nan
10387,60610
10388,60606
10389,60610
10390,60610
10391,60610
10392,60606
10393,60614
10394,60606
10395,60614
10396,60614
10397,60601
10398,60601
10399,60601
10400,60601
10401,60601
10402,60601
10403,60606
10404,60611
10405,60647
10406,60622
10407,60622
10408,60644
10409,60661
10410,60613
10411,60613
10412,60640
10413,60661
10414,60606
10415,60614
10416,60610
10417,60606
10418,60610
10419,60610
10420,60610
10421,60653
10422,60614
10423,60614
10424,60614
10425,60661
10426,60626
10427,60626
10428,60626
10429,60626
10430,60606
10431,60614
10432,60604
10433,60604
10434,60610
10435,nan
10436,60610
10437,60604
10438,60611
10439,60611
10440,60654
10441,60614
10442,60611
10443,60696
10444,60654
10445,60607
10446,60661
10447,60626
10448,60626
10449,60640
10450,60622
10451,nan
10452,60601
10453,60601
10454,60642
10455,60601
10456,60642
10457,60614
10458,60613
10459,60604
10460,60661
10461,nan
10462,60647
10463,60611
10464,60613
10465,60642
10466,60606
10467,60610
10468,60606
10469,60610
10470,60610
10471,nan
10472,60610
10473,nan
10474,60610
10475,60606
10476,60606
10477,60610
10478,60606
10479,60610
10480,60202
10481,60601
10482,nan
10483,nan
10484,60606
10485,60613
10486,60613
10487,60613
10488,60613
10489,60613
10490,60613
10491,60610
10492,60606
10493,nan
10494,60606
10495,60654
10496,60614
10497,60610
10498,60661
10499,60654
10500,60654
10501,60661
10502,60654
10503,60610
10504,60647
10505,60657
10506,60657
10507,60647
10508,60647
10509,60661
10510,60606
10511,60661
10512,60647
10513,60647
10514,60647
10515,60647
10516,60618
10517,60614
10518,60601
10519,60601
10520,60614
10521,nan
10522,60618
10523,60618
10524,nan
10525,60647
10526,60601
10527,60647
10528,60647
10529,60601
10530,60622
10531,60657
10532,60618
10533,60601
10534,60606
10535,60606
10536,60654
10537,60606
10538,60654
10539,60654
10540,60606
10541,60654
10542,60606
10543,60637
10544,60637
10545,60615
10546,60637
10547,60637
10548,60616
10549,60657
10550,60616
10551,60606
10552,60605
10553,60606
10554,60661
10555,60661
10556,60625
10557,60625
10558,60605
10559,60618
10560,60625
10561,60625
10562,60625
10563,60615
10564,60613
10565,60613
10566,60647
10567,60606
10568,60606
10569,60611
10570,60611
10571,606476
10572,606476
10573,60610
10574,60606
10575,60610
10576,60606
10577,60614
10578,60606
10579,60616
10580,60610
10581,60610
10582,60601
10583,60661
10584,60610
10585,60654
10586,60610
10587,60606
10588,60654
10589,60610
10590,60654
10591,60610
10592,60654
10593,60606
10594,60610
10595,60654
10596,60614
10597,60624
10598,60625
10599,nan
10600,60604
10601,60604
10602,60610
10603,60610
10604,60610
10605,60606
10606,60654
10607,60610
10608,60611
10609,60606
10610,nan
10611,60637
10612,nan
10613,60606
10614,60606
10615,60641
10616,60637
10617,60606
10618,60611
10619,60614
10620,60601
10621,60647
10622,60614
10623,60614
10624,60614
10625,60601
10626,60606
10627,60661
10628,60642
10629,60661
10630,60610
10631,60622
10632,60605
10633,60605
10634,60622
10635,60613
10636,60607
10637,60642
10638,60614
10639,60607
10640,60606
10641,nan
10642,nan
10643,60606
10644,60606
10645,60601
10646,60660
10647,60606
10648,60614
10649,60606
10650,60613
10651,60610
10652,60604
10653,60611
10654,60610
10655,60642
10656,60642
10657,60654
10658,60613
10659,60604
10660,60610
10661,60604
10662,60606
10663,60642
10664,60661
10665,60642
10666,60601
10667,60661
10668,nan
10669,60610
10670,60610
10671,60610
10672,60661
10673,60601
10674,60605
10675,nan
10676,60654
10677,nan
10678,60622
10679,60622
10680,60625
10681,60607
10682,60607
10683,60608
10684,60606
10685,nan
10686,nan
10687,nan
10688,nan
10689,60606
10690,60626
10691,60654
10692,60640
10693,60622
10694,60601
10695,60601
10696,nan
10697,60614
10698,60613
10699,60614
10700,60613
10701,60696
10702,60611
10703,60618-9997
10704,60613
10705,60613
10706,60640
10707,60622
10708,60606
10709,60611
10710,60647
10711,60611
10712,60654
10713,60610
10714,60654
10715,60654
10716,60610
10717,60657
10718,60613
10719,60657
10720,60614
10721,60657
10722,60618
10723,60614
10724,60614
10725,60618
10726,60614
10727,60614
10728,60622
10729,60622
10730,60622
10731,60651
10732,60610
10733,60605
10734,60654
10735,60657
10736,60657
10737,60654
10738,606476
10739,60654
10740,60657
10741,60654
10742,60618
10743,60657
10744,60604
10745,60606
10746,60610
10747,60622
10748,nan
10749,60616
10750,60614
10751,60654
10752,60661
10753,60607
10754,60654
10755,nan
10756,60606
10757,60661
10758,60616
10759,60696
10760,60647
10761,60610
10762,60614
10763,60606
10764,60610
10765,60606
10766,60604
10767,60603
10768,60604
10769,60606
10770,60604
10771,60606
10772,60604
10773,60606
10774,60661
10775,60610
10776,60601
10777,60201
10778,60606
10779,60606
10780,60606
10781,nan
10782,60654
10783,nan
10784,nan
10785,nan
10786,60654
10787,60614
10788,60601
10789,60614
10790,60601
10791,60606
10792,60601
10793,60612
10794,60657
10795,nan
10796,60606
10797,60606
10798,60601
10799,60612
10800,60607
10801,60607
10802,60612
10803,60601
10804,60606
10805,60643
10806,60601
10807,60637
10808,60601
10809,60606
10810,60602
10811,60604
10812,60611
10813,60604
10814,60613
10815,60611
10816,60601
10817,60661
10818,60661
10819,60613
10820,60601
10821,60613
10822,nan
10823,60606
10824,60613
10825,nan
10826,60661
10827,60661
10828,60661
10829,60201
10830,60201
10831,60616
10832,60201
10833,60605
10834,60201
10835,60201
10836,60201
10837,60616
10838,60616
10839,60611
10840,nan
10841,60640
10842,60640
10843,60610
10844,60610
10845,60601
10846,60661
10847,60605
10848,60616
10849,nan
10850,60661
10851,60602
10852,9020
10853,60604
10854,60610
10855,60611
10856,60610
10857,60630
10858,60661
10859,60622
10860,60622
10861,60657
10862,60661
10863,60610
10864,60657
10865,60613
10866,60613
10867,60657
10868,60614
10869,60618
10870,60618
10871,60607
10872,60601
10873,nan
10874,60614
10875,60611
10876,60608
10877,60604
10878,60608
10879,60606
10880,60605
10881,9020
10882,60605
10883,60604
10884,60608
10885,60605
10886,9020
10887,9020
10888,60201
10889,60201
10890,60201
10891,60201
10892,60661
10893,60607
10894,60606
10895,60614
10896,60654
10897,60610
10898,60654
10899,60606
10900,60611
10901,60606
10902,60654
10903,60654
10904,60654
10905,60616
10906,60654
10907,60608
10908,60606
10909,60606
10910,60613
10911,60616
10912,60625
10913,60661
10914,60661
10915,60622
10916,60622
10917,60607
10918,60622
10919,60657
10920,nan
10921,60625
10922,60625
10923,9020
10924,60625
10925,60605
10926,606476
10927,60604
10928,60605
10929,60605
10930,60604
10931,60605
10932,60610
10933,60622
10934,60660
10935,60622
10936,60622
10937,60606
10938,60606
10939,60605
10940,60604
10941,60614
10942,60604
10943,60601
10944,60601
10945,60601
10946,60642
10947,60642
10948,60642
10949,60606
10950,60642
10951,60642
10952,60606
10953,60642
10954,60606
10955,60647
10956,60606
10957,60647
10958,60606
10959,60647
10960,60647
10961,60606
10962,60606
10963,60606
10964,60611
10965,60661
10966,60647
10967,60637
10968,60610
10969,60611
10970,60606
10971,60610
10972,60611
10973,60611
10974,60626
10975,60607
10976,60654
10977,60606
10978,60606
10979,60607
10980,60626
10981,60607
10982,60626
10983,60603
10984,60610
10985,60654
10986,60610
10987,60610
10988,60610
10989,60610
10990,60614
10991,60606
10992,60614
10993,60610
10994,60625
10995,9020
10996,60614
10997,60614
10998,60657
10999,60613
11000,60614
11001,60613
11002,60657
11003,60613
11004,60657
11005,60614
11006,60657
11007,60614
11008,60614
11009,60657
11010,60614
11011,60657
11012,60657
11013,60613
11014,60613
11015,60614
11016,60614
11017,60614
11018,60613
11019,60625
11020,60622
11021,60606
11022,60608
11023,60606
11024,60606
11025,nan
11026,60642
11027,60654
11028,60606
11029,60607
11030,60606
11031,60605
11032,60605
11033,60605
11034,60606
11035,60605
11036,60605
11037,60606
11038,60605
11039,60604
11040,60605
11041,60605
11042,60606
11043,60606
11044,60606
11045,60605
11046,60605
11047,nan
11048,60605
11049,60605
11050,60605
11051,60606
11052,60661
11053,60661
11054,60605
11055,nan
11056,60603
11057,60616
11058,60604
11059,60605
11060,60605
11061,60605
11062,60605
11063,60606
11064,60605
11065,60661
11066,60661
11067,60611
11068,60661
11069,60606
11070,60696
11071,60657
11072,60640
11073,60614
11074,60640
11075,nan
11076,60606
11077,60614
11078,60607
11079,60614
11080,60611
11081,60654
11082,60654
11083,60647
11084,60647
11085,60606
11086,60661
11087,60601
11088,60661
11089,60609
11090,60606
11091,60601
11092,60606
11093,60661
11094,60661
11095,60610
11096,9020
11097,60610
11098,60614
11099,60610
11100,60642
11101,60642
11102,60610
11103,60642
11104,60610
11105,60642
11106,60642
11107,nan
11108,60607
11109,60607
11110,60607
11111,60607
11112,60661
11113,60611
11114,60604
11115,60611
11116,60611
11117,60611
11118,60604
11119,60637
11120,60637
11121,60613
11122,60618
11123,60657
11124,60622
11125,60622
11126,60640
11127,60640
11128,60612
11129,60612
11130,60613
11131,nan
11132,60604
11133,60616
11134,60616
11135,60618
11136,60637
11137,60637
11138,60637
11139,60661
11140,60607
11141,60611
11142,60606
11143,60661
11144,60661
11145,60654
11146,60608
11147,60608
11148,60612
11149,60606
11150,9020
11151,9020
11152,60612
11153,60642
11154,60642
11155,60642
11156,60622
11157,60661
11158,60605
11159,60661
11160,60605
11161,60607
11162,60622
11163,60601
11164,60661
11165,60661
11166,60610
11167,60615
11168,60637
11169,60610
11170,60614
11171,60604
11172,60610
11173,60640
11174,60640
11175,60616
11176,60661
11177,nan
11178,60640
11179,60605
11180,60611
11181,60609
11182,60611
11183,60657
11184,60610
11185,60613
11186,60660
11187,60610
11188,60606
11189,60622
11190,60606
11191,60606
11192,60611
11193,60611
11194,60614
11195,60642
11196,60618
11197,60612
11198,60618
11199,60618
11200,60618
11201,60618
11202,60618
11203,60618
11204,60618
11205,60618
11206,60614
11207,60618
11208,60613
11209,60618-9997
11210,60618
11211,60604
11212,60607
11213,60618
11214,60657
11215,60609
11216,60622
11217,60654
11218,60610
11219,60614
11220,60604
11221,60601
11222,60654
11223,60601
11224,60610
11225,60610
11226,60661
11227,60601
11228,60610
11229,60607
11230,nan
11231,60611
11232,60611
11233,60625
11234,60622
11235,60610
11236,60608
11237,60661
11238,60091
11239,60201
11240,60614
11241,60611
11242,60611
11243,60614
11244,60614
11245,60614
11246,60614
11247,60611
11248,60614
11249,60614
11250,60611
11251,60614
11252,60611
11253,60614
11254,60602
11255,60611
11256,60614
11257,60611
11258,60611
11259,60614
11260,60614
11261,60614
11262,60614
11263,nan
11264,60614
11265,60601
11266,60611
11267,60614
11268,60614
11269,60611
11270,60611
11271,60611
11272,60614
11273,nan
11274,60614
11275,60611
11276,60614
11277,60657
11278,60611
11279,60613
11280,60614
11281,60605
11282,60606
11283,60605
11284,60606
11285,60611
11286,60611
11287,606476
11288,60622
11289,60614
11290,60614
11291,60611
11292,60614
11293,60614
11294,60657
11295,60696
11296,60654
11297,60696
11298,60626
11299,60603
11300,60610
11301,60647
11302,60603
11303,60696
11304,60614
11305,60622
11306,60606
11307,60601
11308,60640
11309,60610
11310,60614
11311,60622
11312,60622
11313,60622
11314,60622
11315,60622
11316,60610
11317,60610
11318,60614
11319,60610
11320,60622
11321,60610
11322,60622
11323,60625
11324,60608
11325,60608
11326,60607
11327,60607
11328,60605
11329,60201
11330,60201
11331,60201
11332,60654
11333,60605
11334,60626
11335,60608
11336,60604
11337,60696
11338,60607
11339,60607
11340,60611
11341,60611
11342,60605
11343,60611
11344,60608
11345,60612
11346,60201
11347,60616
11348,60607
11349,60607
11350,60608
11351,60657
11352,60657
11353,60657
11354,60622
11355,60657
11356,60657
11357,60622
11358,60606
11359,60622
11360,60622
11361,60657
11362,60657
11363,60604
11364,60610
11365,60606
11366,60622
11367,60622
11368,60657
11369,60622
11370,60654
11371,60606
11372,60622
11373,nan
11374,60602
11375,60601
11376,60613
11377,60601
11378,60614
11379,60614
11380,60614
11381,60606
11382,60606
11383,60614
11384,60606
11385,60614
11386,60654
11387,606476
11388,60601
11389,60611
11390,60611
11391,60626
11392,60615
11393,60615
11394,60640
11395,60647
11396,60661
11397,60601
11398,60601
11399,60601
11400,60601
11401,60601
11402,60601
11403,60614
11404,60610
11405,60610
11406,60610
11407,60610
11408,60661
11409,60657
11410,60657
11411,60613
11412,60657
11413,60622
11414,60622
11415,60613
11416,nan
11417,60610
11418,60601
11419,60601
11420,60661
11421,60601
11422,60611
11423,60601
11424,60601
11425,60614
11426,nan
11427,60614
11428,60605
11429,60601
11430,60610
11431,60601
11432,nan
11433,60606
11434,60606
11435,60601
11436,60606
11437,60601
11438,60601
11439,60606
11440,60640
11441,60606
11442,60614
11443,60614
11444,60642
11445,60614
11446,60657
11447,60607
11448,60651
11449,60622
11450,60610
11451,nan
11452,60610
11453,60610
11454,60611
11455,60642
11456,60606
11457,60606
11458,60610
11459,60604
11460,60661
11461,60654
11462,60604
11463,60657
11464,60614
11465,60614
11466,60657
11467,60610
11468,60640
11469,60626
11470,60626
11471,60640
11472,60614
11473,60661
11474,60601
11475,60642
11476,60661
11477,60642
11478,60642
11479,60601
11480,60601
11481,60642
11482,60610
11483,60611
11484,60654
11485,60601
11486,9020
11487,60618-9997
11488,60613
11489,60605
11490,60605
11491,60622
11492,60605
11493,60605
11494,60605
11495,60605
11496,60605
11497,60605
11498,60605
11499,60602
11500,60605
11501,60605
11502,60614
11503,60657
11504,60654
11505,60647
11506,60654
11507,60614
11508,60601
11509,nan
11510,60610
11511,60601
11512,60601
11513,60611
11514,60618-9997
11515,60613
11516,60618-9997
11517,60613
11518,60606
11519,60606
11520,nan
11521,60613
11522,60614
11523,9020
11524,60640
11525,60625
11526,60614
11527,nan
11528,60606
11529,60613
11530,nan
11531,60618
11532,60611
11533,60614
11534,60613
11535,60618
11536,60608
11537,60661
11538,60606
11539,60608
11540,60606
11541,60608
11542,60606
11543,60637
11544,nan
11545,nan
11546,60614
11547,60614
11548,60622
11549,60637
11550,nan
11551,60637
11552,nan
11553,60610
11554,9020
11555,9020
11556,60640
11557,60640
11558,9020
11559,60613
11560,60603
11561,60601
11562,60607
11563,60661
11564,60606
11565,60647
11566,60647
11567,60642
11568,60604
11569,60654
11570,60604
11571,60604
11572,60611
11573,60604
11574,60611
11575,60604
11576,60614
11577,60606
11578,60606
11579,60611
11580,60614
11581,60657
11582,60610
11583,60601
11584,60614
11585,60657
11586,60614
11587,60601
11588,60614
11589,60601
11590,60614
11591,60657
11592,60613
11593,60657
11594,60611
11595,60642
11596,60657
11597,60611
11598,60696
11599,60610
11600,60605
11601,nan
11602,60614
11603,60618
11604,60642
11605,60604
11606,60642
11607,60610
11608,60606
11609,60604
11610,60604
11611,60606
11612,60637
11613,nan
11614,60622
11615,60606
11616,60606
11617,60606
11618,60606
11619,60618
11620,60618
11621,60642
11622,60640
11623,60622
11624,60661
11625,60607
11626,60622
11627,60607
11628,60606
11629,60607
11630,60606
11631,60625
11632,60614
11633,60610
11634,60603
11635,60606
11636,60614
11637,60611
11638,60614
11639,60614
11640,60610
11641,60622
11642,60622
11643,60622
11644,60607
11645,60622
11646,60622
11647,60607
11648,60647
11649,60647
11650,60647
11651,60610
11652,60611
11653,60657
11654,60606
11655,60614
11656,60608
11657,60606
11658,60606
11659,60606
11660,60607
11661,60642
11662,60606
11663,60606
11664,60610
11665,60611
11666,nan
11667,60610
11668,60614
11669,60606
11670,60605
11671,nan
11672,nan
11673,nan
11674,60622
11675,60647
11676,60606
11677,60613
11678,60606
11679,60614
11680,60614
11681,60614
11682,60606
11683,60601
11684,60601
11685,60601
11686,60601
11687,60601
11688,60610
11689,60616
11690,60615
11691,60610
11692,60607
11693,60607
11694,60661
11695,60610
11696,60654
11697,60601
11698,60654
11699,60614
11700,60614
11701,60614
11702,60657
11703,60657
11704,60637
11705,60610
11706,60642
11707,60625
11708,nan
11709,60614
11710,60611
11711,60696
11712,60644
11713,60647
11714,60646
11715,60657
11716,60647
11717,60657
11718,60604
11719,60604
11720,nan
11721,60614
11722,60610
11723,60613
11724,60614
11725,60654
11726,60614
11727,60613
11728,60611
11729,60611
11730,60611
11731,60637
11732,nan
11733,60607
11734,60642
11735,60642
11736,60661
11737,60642
11738,60601
11739,60647
11740,60614
11741,60614
11742,60606
11743,60614
11744,60613
11745,60614
11746,60613
11747,60606
11748,60614
11749,60614
11750,60614
11751,60613
11752,60606
11753,60613
11754,60606
11755,60613
11756,60614
11757,60647
11758,60647
11759,60647
11760,60607
11761,60607
11762,60606
11763,60603
11764,60601
11765,60660
11766,9020
11767,60606
11768,60611
11769,60606
11770,60610
11771,60611
11772,60602
11773,60651
11774,60647
11775,60637
11776,60637
11777,60622
11778,60622
11779,60637
11780,60637
11781,60637
11782,nan
11783,nan
11784,60614
11785,60614
11786,60614
11787,60603
11788,60610
11789,60614
11790,60614
11791,nan
11792,60605
11793,60657
11794,60201
11795,60201
11796,60605
11797,60616
11798,60201
11799,60201
11800,60622
